order_id,date,customer_id,product_id,qty,price,region,channel,revenue
ORD000174,2024-08-12,CUST0218,PROD294,6,20.09,North,Partner,120.53999999999999
ORD000175,2024-10-09,CUST1246,PROD445,9,30.12,Central,Mobile,271.08
ORD000176,2024-04-30,CUST0673,PROD017,7,343.54,West,Partner,2404.78
ORD000177,2024-04-25,CUST1552,PROD322,2,344.08,West,Partner,688.16
ORD000178,2024-08-20,CUST0278,PROD456,2,171.81,East,Online,343.62
ORD000179,2024-09-15,CUST1009,PROD292,3,443.88,West,Online,1331.6399999999999
ORD000180,2024-12-24,CUST0569,PROD074,8,140.39,East,Mobile,1123.12
ORD000181,2024-07-16,CUST1598,PROD263,10,203.93,Central,Partner,2039.3000000000002
ORD000182,2024-05-16,CUST1010,PROD484,9,368.37,South,Partner,3315.33
ORD000183,2024-11-13,CUST0875,PROD016,3,374.35,Central,Mobile,1123.0500000000002
ORD000184,2024-06-13,CUST0466,PROD014,9,431.97,East,Partner,3887.7300000000005
ORD000185,2024-08-12,CUST0839,PROD336,10,24.24,East,Partner,242.39999999999998
ORD000186,2024-11-02,CUST0754,PROD281,8,100.04,East,Partner,800.32
ORD000187,2024-08-21,CUST1626,PROD361,5,323.88,South,Partner,1619.4
ORD000188,2024-06-20,CUST1608,PROD004,10,175.72,East,Store,1757.2
ORD000189,2024-05-31,CUST0838,PROD413,3,31.35,Central,Mobile,94.05000000000001
ORD000190,2024-11-10,CUST0030,PROD127,7,297.37,South,Mobile,2081.59
ORD000191,2024-06-08,CUST0359,PROD312,9,202.61,Central,Partner,1823.4900000000002
ORD000192,2024-04-05,CUST1943,PROD006,6,188.41,South,Mobile,1130.46
ORD000193,2024-08-20,CUST1312,PROD129,3,139.54,East,Store,418.62
ORD000194,2024-06-28,CUST0086,PROD423,5,12.94,South,Partner,64.7
ORD000195,2024-04-22,CUST1258,PROD385,7,99.36,North,Online,695.52
ORD000196,2024-11-13,CUST0747,PROD371,8,242.38,Central,Store,1939.04
ORD000197,2024-02-21,CUST0313,PROD232,4,145.11,North,Online,580.44
ORD000198,2024-09-24,CUST0365,PROD447,2,438.45,North,Mobile,876.9
ORD000199,2024-10-21,CUST1801,PROD313,10,80.07,East,Mobile,800.6999999999999
ORD000200,2024-04-22,CUST1823,PROD195,2,438.92,East,Mobile,877.84
ORD000201,2024-04-10,CUST1863,PROD065,3,208.36,North,Partner,625.08
ORD000202,2024-04-22,CUST0905,PROD321,8,145.16,South,Store,1161.28
ORD000203,2024-03-21,CUST1293,PROD103,1,159.1,East,Store,159.1
ORD000204,2024-07-05,CUST0698,PROD277,7,171.73,Central,Partner,1202.11
ORD000205,2024-04-22,CUST0131,PROD493,6,258.22,North,Partner,1549.3200000000002
ORD000206,2024-01-02,CUST0803,PROD158,2,183.4,Central,Mobile,366.8
ORD000207,2024-05-09,CUST0789,PROD224,9,327.13,Central,Store,2944.17
ORD000208,2024-08-07,CUST1856,PROD289,5,218.34,Central,Mobile,1091.7
ORD000209,2024-02-23,CUST0351,PROD432,2,339.11,North,Store,678.22
ORD000210,2024-12-08,CUST0180,PROD278,3,306.17,West,Partner,918.51
ORD000211,2024-08-11,CUST1826,PROD478,7,129.78,East,Mobile,908.46
ORD000212,2024-08-12,CUST1504,PROD182,7,408.26,Central,Store,2857.8199999999997
ORD000213,2024-05-05,CUST1913,PROD366,10,401.5,North,Partner,4015.0
ORD000214,2024-05-09,CUST1187,PROD004,1,494.6,West,Online,494.6
ORD000215,2024-02-22,CUST1807,PROD215,10,95.77,North,Mobile,957.6999999999999
ORD000216,2024-06-20,CUST1912,PROD439,4,425.44,East,Store,1701.76
ORD000217,2024-08-05,CUST1120,PROD428,6,437.27,North,Store,2623.62
ORD000218,2024-06-08,CUST0774,PROD217,8,324.66,South,Mobile,2597.28
ORD000219,2024-07-16,CUST0510,PROD396,3,258.13,South,Store,774.39
ORD000220,2024-09-03,CUST0365,PROD209,3,479.06,Central,Online,1437.18
ORD000221,2024-11-19,CUST0981,PROD463,8,486.62,North,Online,3892.96
ORD000222,2024-07-21,CUST0353,PROD074,8,324.43,North,Store,2595.44
ORD000223,2024-07-02,CUST0800,PROD227,8,186.18,Central,Mobile,1489.44
ORD000224,2024-05-02,CUST1460,PROD375,1,410.41,Central,Store,410.41
ORD000225,2024-09-11,CUST1107,PROD500,8,53.74,West,Store,429.92
ORD000226,2024-10-20,CUST1249,PROD436,8,152.39,North,Online,1219.12
ORD000227,2024-10-06,CUST0412,PROD093,2,492.92,East,Partner,985.84
ORD000228,2024-11-20,CUST0735,PROD460,9,409.02,East,Partner,3681.18
ORD000229,2024-04-07,CUST0981,PROD065,7,470.4,East,Store,3292.7999999999997
ORD000230,2024-07-16,CUST0118,PROD321,8,301.45,Central,Mobile,2411.6
ORD000231,2024-08-27,CUST0482,PROD010,2,209.76,Central,Online,419.52
ORD000232,2024-05-23,CUST0192,PROD402,4,490.05,Central,Partner,1960.2
ORD000233,2024-04-06,CUST0591,PROD303,7,161.62,East,Store,1131.3400000000001
ORD000234,2024-07-19,CUST0590,PROD322,6,381.13,West,Mobile,2286.7799999999997
ORD000235,2024-05-03,CUST0659,PROD305,7,283.52,South,Online,1984.6399999999999
ORD000236,2024-07-05,CUST0107,PROD456,1,121.97,North,Partner,121.97
ORD000237,2024-11-21,CUST0382,PROD278,8,18.57,South,Partner,148.56
ORD000238,2024-12-14,CUST0783,PROD086,7,198.04,North,Partner,1386.28
ORD000239,2024-09-15,CUST0390,PROD026,4,278.37,Central,Mobile,1113.48
ORD000240,2024-05-27,CUST0244,PROD218,1,99.76,East,Mobile,99.76
ORD000241,2024-09-08,CUST0585,PROD393,8,213.13,South,Mobile,1705.04
ORD000242,2024-12-11,CUST0869,PROD405,10,311.44,Central,Store,3114.4
ORD000243,2024-05-26,CUST0468,PROD095,7,360.31,North,Online,2522.17
ORD000244,2024-05-27,CUST0866,PROD244,8,35.84,South,Store,286.72
ORD000245,2024-12-17,CUST0934,PROD447,10,335.45,South,Online,3354.5
ORD000246,2024-07-17,CUST1562,PROD107,1,37.77,South,Mobile,37.77
ORD000247,2024-11-03,CUST1234,PROD390,5,23.81,South,Partner,119.05
ORD000248,2024-05-07,CUST0604,PROD248,9,84.68,South,Mobile,762.1200000000001
ORD000249,2024-02-08,CUST1661,PROD014,5,330.29,Central,Store,1651.45
ORD000250,2024-12-03,CUST1015,PROD161,10,35.88,North,Mobile,358.8
ORD000251,2024-12-25,CUST1971,PROD071,3,20.24,North,Mobile,60.72
ORD000252,2024-05-08,CUST1097,PROD152,9,67.8,West,Mobile,610.1999999999999
ORD000253,2024-09-23,CUST1659,PROD457,9,475.36,East,Partner,4278.24
ORD000254,2024-05-30,CUST1333,PROD075,4,454.57,South,Online,1818.28
ORD000255,2024-10-24,CUST1720,PROD376,4,52.37,North,Online,209.48
ORD000256,2024-04-08,CUST1723,PROD215,8,158.97,East,Store,1271.76
ORD000257,2024-09-19,CUST1734,PROD368,7,474.17,East,Online,3319.19
ORD000258,2024-09-08,CUST1614,PROD051,5,57.87,Central,Mobile,289.34999999999997
ORD000259,2024-05-23,CUST0860,PROD386,6,56.35,South,Partner,338.1
ORD000260,2024-12-11,CUST1210,PROD143,3,52.14,West,Mobile,156.42000000000002
ORD000261,2024-04-21,CUST1880,PROD419,6,488.47,East,Mobile,2930.82
ORD000262,2024-02-29,CUST1277,PROD036,8,374.12,Central,Store,2992.96
ORD000263,2024-01-02,CUST0013,PROD500,10,115.1,South,Mobile,1151.0
ORD000264,2024-10-30,CUST0299,PROD374,9,32.51,North,Mobile,292.59
ORD000265,2024-09-10,CUST1100,PROD476,3,482.97,West,Store,1448.91
ORD000266,2024-05-19,CUST1075,PROD167,8,218.49,South,Online,1747.92
ORD000267,2024-02-06,CUST0787,PROD236,3,303.2,Central,Online,909.5999999999999
ORD000268,2024-06-08,CUST0149,PROD260,2,146.81,Central,Online,293.62
ORD000269,2024-01-09,CUST1755,PROD192,5,381.6,Central,Store,1908.0
ORD000270,2024-08-20,CUST0122,PROD202,4,106.43,Central,Store,425.72
ORD000271,2024-04-08,CUST1235,PROD262,5,395.59,Central,Partner,1977.9499999999998
ORD000272,2024-05-26,CUST1304,PROD185,6,123.0,West,Partner,738.0
ORD000273,2024-10-30,CUST0538,PROD158,3,57.98,East,Mobile,173.94
ORD000274,2024-07-26,CUST1709,PROD246,1,244.62,East,Mobile,244.62
ORD000275,2024-05-10,CUST1180,PROD110,4,408.48,North,Store,1633.92
ORD000276,2024-05-31,CUST1262,PROD099,6,198.58,East,Store,1191.48
ORD000277,2024-02-23,CUST0376,PROD241,2,24.15,Central,Partner,48.3
ORD000278,2024-04-29,CUST0082,PROD491,2,281.12,East,Mobile,562.24
ORD000279,2024-06-09,CUST0492,PROD202,1,343.43,East,Mobile,343.43
ORD000280,2024-04-25,CUST0356,PROD122,9,372.94,Central,Mobile,3356.46
ORD000281,2024-03-15,CUST0925,PROD117,3,206.94,West,Online,620.8199999999999
ORD000282,2024-04-22,CUST1297,PROD096,2,57.54,Central,Partner,115.08
ORD000283,2024-04-13,CUST1604,PROD234,4,296.32,East,Online,1185.28
ORD000284,2024-12-05,CUST1068,PROD490,6,171.48,East,Mobile,1028.8799999999999
ORD000285,2024-09-10,CUST1005,PROD067,1,473.97,North,Store,473.97
ORD000286,2024-08-14,CUST1597,PROD376,9,256.33,Central,Partner,2306.97
ORD000287,2024-04-21,CUST0123,PROD218,9,241.41,North,Online,2172.69
ORD000288,2024-04-08,CUST1373,PROD015,8,161.51,North,Mobile,1292.08
ORD000289,2024-06-01,CUST0708,PROD273,6,176.01,South,Online,1056.06
ORD000290,2024-12-14,CUST0330,PROD219,4,261.25,North,Store,1045.0
ORD000291,2024-12-03,CUST1433,PROD274,2,160.27,East,Partner,320.54
ORD000292,2024-07-12,CUST0991,PROD371,8,447.23,East,Store,3577.84
ORD000293,2024-11-05,CUST0323,PROD147,7,225.12,South,Store,1575.8400000000001
ORD000294,2024-06-11,CUST1135,PROD332,4,153.09,South,Partner,612.36
ORD000295,2024-07-26,CUST0770,PROD344,3,86.14,Central,Mobile,258.42
ORD000296,2024-06-17,CUST1113,PROD453,6,339.45,South,Mobile,2036.6999999999998
ORD000297,2024-06-09,CUST0433,PROD152,1,22.64,West,Online,22.64
ORD000298,2024-03-08,CUST0710,PROD347,2,230.5,East,Mobile,461.0
ORD000299,2024-10-15,CUST0794,PROD304,7,279.56,East,Mobile,1956.92
ORD000300,2024-10-03,CUST0712,PROD414,3,176.49,South,Mobile,529.47
ORD000301,2024-10-30,CUST1123,PROD015,1,377.41,South,Online,377.41
ORD000302,2024-05-14,CUST0539,PROD431,2,341.07,East,Partner,682.14
ORD000303,2024-07-13,CUST0601,PROD379,10,485.99,South,Mobile,4859.9
ORD000304,2024-05-07,CUST1170,PROD486,10,259.3,Central,Store,2593.0
ORD000305,2024-02-02,CUST1718,PROD383,9,273.53,South,Mobile,2461.7699999999995
ORD000306,2024-06-24,CUST0257,PROD428,7,130.46,South,Mobile,913.22
ORD000307,2024-01-22,CUST1213,PROD354,7,198.89,Central,Partner,1392.23
ORD000308,2024-08-25,CUST1264,PROD411,10,23.16,Central,Store,231.6
ORD000309,2024-06-06,CUST0871,PROD084,8,347.74,Central,Online,2781.92
ORD000310,2024-02-07,CUST0899,PROD192,8,162.7,East,Mobile,1301.6
ORD000311,2024-08-17,CUST1527,PROD041,9,274.78,South,Mobile,2473.0199999999995
ORD000312,2024-12-30,CUST1732,PROD352,2,134.95,Central,Mobile,269.9
ORD000313,2024-02-20,CUST0809,PROD324,8,314.31,Central,Mobile,2514.48
ORD000314,2024-09-20,CUST0677,PROD261,8,229.32,East,Store,1834.56
ORD000315,2024-10-09,CUST1843,PROD309,5,246.11,West,Partner,1230.5500000000002
ORD000316,2024-01-27,CUST0271,PROD378,5,471.88,South,Partner,2359.4
ORD000317,2024-08-13,CUST1544,PROD136,4,356.02,West,Mobile,1424.08
ORD000318,2024-10-03,CUST0550,PROD278,5,138.33,West,Online,691.6500000000001
ORD000319,2024-10-12,CUST1138,PROD106,2,256.92,Central,Store,513.84
ORD000320,2024-04-06,CUST1363,PROD007,2,238.67,East,Store,477.34
ORD000321,2024-10-10,CUST0568,PROD406,5,399.58,South,Online,1997.8999999999999
ORD000322,2024-11-12,CUST1967,PROD302,3,418.34,South,Mobile,1255.02
ORD000323,2024-10-30,CUST0986,PROD030,1,148.89,South,Mobile,148.89
ORD000324,2024-05-26,CUST0359,PROD126,9,412.36,West,Mobile,3711.2400000000002
ORD000325,2024-01-04,CUST1674,PROD357,2,97.96,North,Online,195.92
ORD000326,2024-02-04,CUST1638,PROD400,10,383.76,East,Store,3837.6
ORD000327,2024-07-10,CUST1358,PROD079,2,131.9,North,Partner,263.8
ORD000328,2024-02-18,CUST1713,PROD389,4,155.99,West,Mobile,623.96
ORD000329,2024-01-17,CUST1193,PROD067,2,427.71,Central,Online,855.42
ORD000330,2024-06-20,CUST1363,PROD023,7,215.84,North,Online,1510.88
ORD000331,2024-08-07,CUST0798,PROD189,10,495.38,North,Mobile,4953.8
ORD000332,2024-06-06,CUST1285,PROD074,1,84.45,East,Online,84.45
ORD000333,2024-02-15,CUST0887,PROD005,2,237.04,West,Mobile,474.08
ORD000334,2024-01-06,CUST1759,PROD407,5,368.9,East,Mobile,1844.5
ORD000335,2024-04-08,CUST1223,PROD463,2,12.63,Central,Mobile,25.26
ORD000336,2024-08-20,CUST0211,PROD082,9,84.41,South,Store,759.6899999999999
